"","estado","iniciado","completo","tempo","termo","idade","sexo","escolaridade","estadocivil","estadocivil.outros","formacao","ocupacao","ocupacao.outra","nomeservico","tempodeservico","religiao","religiao.outra","contatoanterior","lidadiretamente","lida.onde","lida.outros","motivocurso","motivo.outros","materialdidatico","prazoatividades","interacaopares","organizacaocurso","import.ajud.tutor","autoavaliacao","part.outrocurso","pp001","pp002","pp003","pp004","pp005","pp006","pp007","pp008","pp009","pp010","pp011","pp012","pp013","pp014","pp015","pp016","pp017","pp018","pp019","pp020","pp021","pp022","pp023","pp024","pp025","pp026","pp027","pp028","pp029","pp030","pp031","pp032","pp033","pp034","pp035","pp036","pp037"
"3029","Em progresso","15 junho 2014  19:05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030","Finalizadas","15 junho 2014  19:08","15 junho 2014  19:30","22 minutos 21 segundos","Sim","50","Feminino","Pós-graduação","Casado (a)",NA,"pedagogia","Diretor (a)",NA,"Escola","25","Católica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Importante","Muito organizado","Sempre","Não, não considero","Não","2","5","5","4","4","5","5","2","2","4","4","4","4","2","4","4","4","2","4","4","4","4","4","2","2","2","4","2","4","4","4","4","2","2","2","2","4"
"3031","Finalizadas","15 junho 2014  19:08","15 junho 2014  19:36","27 minutos 32 segundos","Sim","38","Feminino","Pós-graduação","Casado (a)",NA,"PEDAGOGA","Outros","MONITORA","NAO ENTENDI","10","Católica",NA,"Não","Não","Outros",NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","3","4","4","5","4","5","4","1","3","3","3","3","5","3","2","2","4","3","2","3","3","2","5","1","3","3","1","2","3","4","4","4","1","1","3","3","4"
"3032","Em progresso","15 junho 2014  19:14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033","Finalizadas","15 junho 2014  19:15","15 junho 2014  19:33","18 minutos 7 segundos","Sim","53","Feminino","Ensino Superior Completo","Casado (a)","casada","Letras","Professor (a)","vice-diretora","Escola Estadual Juscelino Kubitschek de Oliveira","08","Outras","evangélica","Sim","Sim","Outros","escola e familia","Outros","para aquisição de conhecimento e por lidar diretamente com usuários.","Muito adequado","Flexível","Importante","Organizado","Sempre","Não, não considero","Sim","2","4","4","4","4","4","4","1","2","4","4","2","3","3","3","2","3","3","4","4","3","2","4","1","3","2","3","4","4","4","3","3","2","2","2","2","4"
"3034","Finalizadas","15 junho 2014  19:16","15 junho 2014  19:26","10 minutos 18 segundos","Sim","37","Feminino","Pós-graduação","Casado (a)","casada","Ciência Biológicas-Matemática","Professor (a)",NA,"Professora do ensino Fundamental da rede Estadual do Paraná","18","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Muito organizado","Raramente","Sim, considero","Não","2","4","4","5","4","4","4","2","2","4","4","2","4","3","3","4","4","2","4","3","4","2","4","2","2","2","2","2","3","3","3","3","2","2","4","4","4"
"3035","Finalizadas","15 junho 2014  19:18","15 junho 2014  19:30","12 minutos 4 segundos","Sim","28 anos","Feminino","Ensino Superior Completo","Casado (a)",NA,"LICENCIATURA PLENA EM HISTÓRIA","Professor (a)",NA,NA,"02 ANOS","Católica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada",NA,"Adequado","Muito flexível","Muito importante","Organizado","Sempre","Sim, considero","Não","1","5","4","5","4","5","4","1","1","4","4","5","5","4","2","5","4","1","5","4","5","4","5","1","1","2","5","1","5","4","4","4","1","1","2","2","4"
"3036","Finalizadas","15 junho 2014  19:18","15 junho 2014  19:33","15 minutos 20 segundos","Sim","37","Feminino","Ensino Superior Completo","Casado (a)",NA,"Licenciatura Plena em Ciências Biológicas e Matemática","Diretor (a)",NA,"Diretora Escolar","10","Católica",NA,"Sim","Não",NA,NA,"Por ser uma oportunidade de formação continuada",NA,"Muito adequado","Pouco flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","1","5","5","5","4","5","5","1","1","4","4","5","4","4","5","4","5","1","5","4","4","4","5","2","2","4","3","1","5","4","4","4","1","1","2","2","4"
"3037","Finalizadas","15 junho 2014  19:19","15 junho 2014  19:42","23 minutos 22 segundos","Sim","55","Masculino","Pós-graduação","Casado (a)",NA,"licenciatura e bacharelado","Diretor (a)","professor","educação","33","Evangélica",NA,"Não","Sim","Família",NA,"Identificação profissional com o tema",NA,"Muito adequado","Flexível","Importante","Muito organizado","Sempre","Sim, considero","Sim","2","4","4","4","3","4","4","2","3","4","3","3","4","3","3","3","4","2","4","3","4","3","4","2","3","4","3","2","3","4","3","3","3","2","2","3","4"
"3038","Finalizadas","15 junho 2014  19:24","15 junho 2014  19:35","11 minutos 34 segundos","Sim","44","Feminino","Pós-graduação","Casado (a)",NA,"Psicopedagogia","Professor (a)",NA,"Professora anos iniciais","14","Sem religião",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouquíssimo flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","4","5","5","5","4","5","4","1","2","4","4","4","4","2","2","4","4","2","4","4","4","4","4","2","4","2","2","1","4","2","4","2","1","1","4","4","4"
"3039","Finalizadas","15 junho 2014  19:25","15 junho 2014  21:23","1 hora 57 minutos","Sim","39","Feminino","Pós-graduação","Casado (a)",NA,"Pós graduação em psicopedagogia e docencia superior","Orientador (a)","professor","professor e orientador","20","Católica",NA,"Sim","Sim","Escola",NA,"Identificação profissional com o tema",NA,"Muito adequado","Pouco flexível","Importante","Muito organizado","Sempre","Sim, considero","Sim","4","5","5","5","4","5","5","1","2","5","2","5","5","4","4","4","5","1","4","5","4","5","5","1","1","2","5","1","5","4","4","5","1","1","1","1","5"
"3040","Em progresso","15 junho 2014  19:37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041","Finalizadas","15 junho 2014  19:41","15 junho 2014  20:13","31 minutos 26 segundos","Sim","50","Feminino","Pós-graduação","Casado (a)","casada","Graduada em Pedagogia e  pós-graduada em alfabetização e letramento","Outros","Pedagoga","Pedagoga no CRAS","6 meses","Católica","católica","Sim","Sim","Família","família e amigos.","Por ser uma oportunidade de formação continuada","Para aquisição de conhecimento na área e pelo fato de estar vinculado à Universidade","Muito adequado","Pouco flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","2","4","4","4","4","5","5","2","2","4","4","5","4","3","4","4","4","2","4","4","4","4","4","2","2","3","3","2","4","4","5","5","1","1","2","2","5"
"3042","Finalizadas","15 junho 2014  19:41","15 junho 2014  19:50","8 minutos 48 segundos","Sim","36 anos","Feminino","Pós-graduação","Casado (a)",NA,"Pedagogia","Professor (a)",NA,"Biblioteca","4 anos","Sem religião",NA,"Não","Sim","Comunidade",NA,"Por ser uma oportunidade de formação continuada",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","1","5","5","5","5","5","5","2","2","5","5","4","4","4","4",NA,"4","1","5","4","4","4","4","2","2","2","4","2","4","4","4","4","2","2","2","2","5"
"3043","Finalizadas","15 junho 2014  19:41","15 junho 2014  20:00","18 minutos 30 segundos","Sim","34","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Curso Normal Superior","Professor (a)",NA,"escola","11","Budismo",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Muito adequado","Flexível","Importante","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais","Sim","2","5","5","5","4","5","4","2","2","3","3","3","4","2","3","4","4","2","4","3","4","4","4","2","2","3","4","2","4","4","3","2","3","2","2","2","4"
"3044","Finalizadas","15 junho 2014  19:42","15 junho 2014  20:00","18 minutos 21 segundos","Sim","59","Feminino","Ensino Superior Completo","Casado (a)",NA,"Professora","Professor (a)",NA,"Escola Municipal Nelson de Souza Ramos","20","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero","Sim","2","5","4","4","4","4","4","2","3","4","4","4","4","2","4","4","4","2","4","3","2","4","4","2","2","3","2","2","2","4","4","3","2","2","2","2","4"
"3045","Finalizadas","15 junho 2014  19:43","15 junho 2014  20:15","31 minutos 2 segundos","Sim","50","Feminino","Ensino Superior Completo","Divorciado (a)","divorciada","Licenciada em Biologia e Matemática","Professor (a)","Professora","Professora","23","Católica","catolica","Sim","Sim","Família","familia","Para aquisição de conhecimento na área","conhecimento","Adequado","Pouco flexível","Importante","Organizado","Sempre","Não, não considero","Não","1","4","5","5","4","4","4","1","1","4","4","4","2","2","2","4","4","1","4","4","4","4","5","1","1","4","4","1","4","4","4","4","5","1","2","1","5"
"3046","Finalizadas","15 junho 2014  19:44","15 junho 2014  20:04","19 minutos 59 segundos","Sim","31","Feminino","Ensino Superior Completo","Solteiro (a)","nenhum","Pedagogia","Professor (a)","nenhum","Docente I","3","Católica","nenhum","Sim","Sim","Família","amigos","Identificação profissional com o tema","oportunidade de formação continuada","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Não, não considero","Sim","2","5","4","5","3","4","4","1","2","4","2","3","4","2","2","2","4","1","3","3","4","3","4","2","2","2","2","2","4","4","3","2","2","2","2","2","4"
"3047","Finalizadas","15 junho 2014  19:45","15 junho 2014  20:04","18 minutos 50 segundos","Sim","36","Masculino","Pós-graduação","Casado (a)",NA,"Licenciatura Plena em Geografia","Professor (a)",NA,"Professor de Geografia do Ensino Fundamental e Médio","14 anos","Sem religião",NA,"Não","Sim","Escola",NA,"Identificação profissional com o tema",NA,"Adequado","Muito flexível","Pouco importante","Organizado","Às vezes","Sim, considero, porém, poderia estar me esforçando mais","Não","3","4","4","5","4","5","5","3","3","3","4","4","4","2","2","2","4","3","2","4","4","3","4","2","2","2","2","2","4","4","3","3","3","4","4","4","4"
"3048","Finalizadas","15 junho 2014  19:46","15 junho 2014  21:30","1 hora 44 minutos","Sim","43 anos","Feminino","Pós-graduação","Casado (a)",NA,"professora- pedagoga- especialização em gestão educacional","Professor (a)",NA,"professor II","DEZ","Católica",NA,"Não","Não",NA,NA,"Por ser um curso à distância",NA,"Adequado","Pouco flexível","Pouco importante","Organizado","Raramente","Sim, considero, porém, poderia estar me esforçando mais","Não","3","4","4","5","5","5","5","3","2","4","3","3","3","2","3","3","5","3","4","2","3","4","4","2","1","3","4","5","3","3","3","2","3","1","3","2","5"
"3049","Finalizadas","15 junho 2014  19:56","15 junho 2014  20:43","47 minutos 9 segundos","Sim","53","Feminino","Pós-graduação","Casado (a)","casada","Pedagoga","Professor (a)","professora","alfabetizadora PNAIC","11","Católica","Católica","Sim","Sim","Comunidade","amigos","Para aquisição de conhecimento na área","de grande importância","Muito adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","2","4","4","5","5","5","5","1","2","4","4","4","5","4","4","4","4","2","4","4","4","4","4","2","2","2","2","2","4","4","4","4","2","2","2","2","4"
"3050","Finalizadas","15 junho 2014  19:56","15 junho 2014  20:33","37 minutos 6 segundos","Sim","47","Feminino","Ensino Superior Completo","Casado (a)",NA,"Letras- Português / Inglês","Professor (a)",NA,"E.E.M. Santa Rosa","","Evangélica",NA,"Sim","Não",NA,NA,"Outros","Pelo fato de ter sido obrigatório,mas depois gostei é muito importante aprendermos a lidar com essa situação.","Muito adequado","Pouquíssimo flexível","Pouco importante","Organizado","Sempre","Não, não considero","Sim","3","5","5","5","4","5","5","2","2","4","5","2","5","2","2","2","5","2","2","2","2","5","4","2","2","3","2","1","2","4","2","2","2","2","2","2","4"
"3051","Finalizadas","15 junho 2014  19:57","15 junho 2014  20:16","19 minutos 37 segundos","Não","44","Feminino","Pós-graduação","Casado (a)",NA,"Normal Superior","Orientador (a)","Professora de Educação Infantil","Orientadora Educadional e Educador I","10","Sem religião",NA,"Não","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Desorganizado","Raramente","Sim, considero","Não","2","4","4","4","4","4","4","2","2","4","4","2","4","2","2","2","4","2","2","3","2","4","4","1","2","2","4","1","2","3","3","2","3","2","4","4","4"
"3052","Finalizadas","15 junho 2014  19:57","16 junho 2014  19:41","23 horas 43 minutos","Sim","54 anos","Feminino","Pós-graduação","Casado (a)","não","Letras","Diretor (a)","não","Diretora de escola pública no RJ","20 anos","Espírita","kardecista","Não","Não",NA,NA,"Por ser uma oportunidade de formação continuada",NA,"Muito adequado","Pouco flexível","Pouco importante","Muito organizado","Sempre","Sim, considero","Não","2","5","5","5","5","5","4","1","2","2","4","3","4","2","4","3","5","2","3","4","3","4","4","2","4","2","3","1","4","3","3","3","2","2","2","2","3"
"3053","Finalizadas","15 junho 2014  19:58","15 junho 2014  20:12","14 minutos 28 segundos","Sim","40","Feminino","Pós-graduação","Casado (a)",NA,"Normal Superior","Professor (a)",NA,"Escola Municipal Sebastião Araújo","14","Católica",NA,"Sim","Sim","Família",NA,"Por ser uma oportunidade de formação continuada",NA,"Adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","2","4","5","5","4","4","5","2","2","4","3","3","3","2","2","2","2","2","2","3","4","4","4","2","1","2","2","1","3","4","2","3","3","2","4","3","4"
"3054","Finalizadas","15 junho 2014  20:00","15 junho 2014  20:26","25 minutos 46 segundos","Sim","52","Feminino","Pós-graduação","Casado (a)","sou casada","Pedagogia","Orientador (a)","Vice-diretora","Vice-diretora","10","Católica","não teno outra religião","Sim","Sim","Família","Serviços de atuação","Identificação profissional com o tema","ter condições de prestar assistência a quem necessitar","Adequado","Flexível","Muito importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","1","4","5","5","4","5","1","1","2","4","4","3","4","3","4","4","4","4","4","3","3","3","4","1","3","2","3","1","3","3","3","3","3","3","2","3","1"
"3055","Finalizadas","15 junho 2014  20:03","15 junho 2014  21:48","1 hora 45 minutos","Sim","59","Feminino","Ensino Superior Completo","Casado (a)",NA,"Professora","Professor (a)",NA,"Escola Municipal Nelson de Souza Ramos","20","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Importante","Organizado","Sempre","Sim, considero","Sim","2","4","4","4","4","4","4","2","3","4","4","3","4","3","3","3","4","3","4","3","3","4","4","2","2","3","3","2","4","4","4","3","2","2","2","2","4"
"3056","Finalizadas","15 junho 2014  20:05","15 junho 2014  20:17","11 minutos 32 segundos","Sim","40","Masculino","Pós-graduação","Casado (a)",NA,"Letras - Inglês/Literaturas (graduação) e Linguística Aplicada (especialização)","Diretor (a)",NA,"Secretaria Estadual de Educação - RJ","16","Católica",NA,"Sim","Sim","Comunidade",NA,"Identificação profissional com o tema",NA,"Muito adequado","Flexível","Muito importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","2","5","5","4","5","5","5","3","2","4","4","3","5","3","4","4","4","2","3","4","3","4","4","2","1","2","2","1","4","2","3","4","1","2","2","4","5"
"3057","Finalizadas","15 junho 2014  20:06","15 junho 2014  20:38","32 minutos 39 segundos","Sim","35","Feminino","Pós-graduação","Casado (a)",NA,"Normal superior","Professor (a)",NA,"Professor  Eventual","17","Evangélica",NA,"Sim","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Muito organizado","Às vezes","Não, não considero","Não","1","5","5","5","5","5","5","2","2","5","4","4","5","2","5","4","5","1","4","2","5","4","5","1","2","2","3","1","4","4","4","4","2","1","2","2","5"
"3058","Em progresso","15 junho 2014  20:06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059","Em progresso","15 junho 2014  20:11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060","Finalizadas","15 junho 2014  20:13","15 junho 2014  20:30","17 minutos 30 segundos","Sim","46","Feminino","Ensino Superior Completo","Casado (a)","casada","Curso Superior","Professor (a)","Cargo Público","Professora","13","Católica","Católica","Não","Sim","Outros","Pessoas que moram em minha comunidade","Outros","Pensando em Fazer um trabalho o qualpode ser muito importantte ao Combate de Drogas e Álcool.","Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Sim","1","5","4","5","4","5","4","4","3","4","4","4","4","4","2","4","4","2","4","4","4","4","4","2","2","4","4","2","4","4","4","4","2","2","2","2","4"
"3061","Em progresso","15 junho 2014  20:15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3062","Em progresso","15 junho 2014  20:17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3063","Finalizadas","15 junho 2014  20:19","15 junho 2014  20:41","21 minutos 24 segundos","Sim","52","Masculino","Pós-graduação","Solteiro (a)",NA,"Terceiro grau","Professor (a)",NA,"educação","28","Católica",NA,"Sim","Não",NA,NA,"Identificação profissional com o tema",NA,"Muito adequado","Muito flexível","Muito importante","Muito organizado","Sempre","Sim, considero","Não","2","4","4","4","4","4","4","4","2","4","4","4","4","4","4","4","4","2","4","4","4","4","4","2","2","2","4",NA,"4","4","4","4","2","2","2","1","4"
"3064","Finalizadas","15 junho 2014  20:23","15 junho 2014  21:00","36 minutos 51 segundos","Sim","42","Feminino","Ensino Superior Completo","Casado (a)",NA,"Letras Português/Espanhol","Professor (a)","Coordenador do Projeto Travessia","Coordenador","5","Evangélica",NA,"Não","Sim","Família",NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","1","5","5","5","5","5","4","3","3","4","4","4","4","4","5","4","4","3","3","4","4","4","5","3","1","3","3","2","4","4","4","4","1","1","1","2","5"
"3065","Finalizadas","15 junho 2014  20:24","15 junho 2014  21:09","45 minutos 31 segundos","Sim","49","Feminino","Pós-graduação","Casado (a)",NA,"Ciências Biológicas","Professor (a)",NA,"Professora de Ciências e Biologia","22","Evangélica",NA,"Sim","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Muito importante","Organizado",NA,"Sim, considero, porém, poderia estar me esforçando mais","Sim","2","4","4","4","4","4","4","2","2","3","3","4","4","3","4","4","4","2","4","3","4","3","3","2","3","2","3","2","4","3","3","3","2","2","3","3","4"
"3066","Finalizadas","15 junho 2014  20:26","15 junho 2014  21:22","55 minutos 24 segundos","Sim","60","Masculino","Pós-graduação","Casado (a)","casado","Graduado em Administração de Empresas e Contábeis, Professor","Professor (a)","Tutor à distância","Professor do curso pós médio em Contabilidade - SEEDUC-RJ","32","Evangélica","Evangélica","Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero","Não","2","4","4","4","4","4","4","2","2","2","2","2","4","2","2","2","4","4","2","4","2","1","4","2","4","2","2","1","4","3","2","4","2","2","4","4","4"
"3067","Finalizadas","15 junho 2014  20:29","15 junho 2014  20:51","22 minutos 9 segundos","Sim","42","Feminino","Ensino Superior Completo","Casado (a)","Casada","Licenciatura?Bacharelado em História e Cursanso licenciatura em  Ciências Biologicas","Outros","Educadora","Educadora Infantil","7","Espírita","Espírita","Sim","Sim","Comunidade","Comércio","Identificação profissional com o tema","Identificação com o tema e oportunidade de obtenção e aplicação do conhecimento","Adequado","Flexível","Importante","Muito organizado","Sempre","Sim, considero","Sim","1","5","5","4","4","5","5","3","2","4","4","4","5","4","5","4","5","1","5","4","5","4","4","1","1","4","3","1","5","4","4","4","1","1","1","1","4"
"3068","Finalizadas","15 junho 2014  20:30","15 junho 2014  20:57","27 minutos 11 segundos","Sim","49","Feminino","Ensino Superior Completo","Casado (a)",NA,"Licenciatura em Pedagogia","Professor (a)",NA,"Professor de Educação Básica - PEB","3","Católica",NA,"Não","Não",NA,NA,"Para aquisição de conhecimento na área",NA,"Adequado","Flexível","Importante","Muito organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Sim","3","4","4","4","3","4","4","1","1","5","3","4","4","2","4","3","5","1","5","4","4","3","5","1","1","3","3","1","4","4","4","3","1","1","3","3","5"
"3069","Finalizadas","15 junho 2014  20:31","15 junho 2014  20:45","14 minutos 5 segundos","Sim","37","Feminino","Pós-graduação","Casado (a)","casada","superior em Letras e pós em Psicopedagogia","Professor (a)","duas escolas","Professora de Língua Portuguesa","10","Católica","não praticante","Não","Sim","Escola","Alunado","Identificação profissional com o tema","formação continuada e identificação profissional com o tema","Adequado","Pouco flexível","Pouco importante","Organizado","Sempre","Não, não considero","Não","3","3","4","5","4","5","5","2","2","3","3","2","4","3","3","2","5","3","2","3","3","4","4","2","3","2","2","2","3","3","3","3","2","3","4","4","5"
"3070","Finalizadas","15 junho 2014  20:34","15 junho 2014  20:45","11 minutos 14 segundos","Sim","28","Feminino","Ensino Superior Completo","Solteiro (a)",NA,"Ciências com Habilitação Plena em Matemática","Professor (a)",NA,"professora de Física","sete anos","Católica",NA,"Não","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado","Muito flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","2","4","4","5","4","4","4","3","3","4","4","3","4","4","4","3","5","2","4","5","4","4","5","2","3","2","4","2","4","4","4","4","3","3","4","3","4"
"3071","Em progresso","15 junho 2014  20:35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3072","Finalizadas","15 junho 2014  20:35","15 junho 2014  20:54","18 minutos 45 segundos","Sim","43","Feminino","Pós-graduação","Solteiro (a)",NA,"PEDAGOGIA","Professor (a)",NA,"ESCOLA MUNICIPAL CEI ROMARIO MARTINS EIEF / ESSCOLA MUNICIPAL JARDIM ROMA","17","Espírita",NA,"Sim","Sim","Escola",NA,"Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Importante","Organizado","Sempre","Não, não considero","Não","2","4","4","4","4","4","4","2","2","4","4","4","4","2","2","4","4","2","4","4","4","4","4","2","2","2","4","2","4","4","4","2","4","4","4","2","4"
"3073","Finalizadas","15 junho 2014  20:40","15 junho 2014  20:49","9 minutos 2 segundos","Sim","52","Feminino","Pós-graduação","Solteiro (a)","nao","letras","Professor (a)","coordenadora","professora de inglês","25","Espírita","não","Não","Não","Outros","não","Para aquisição de conhecimento na área","não","Adequado","Flexível","Importante","Desorganizado","Sempre","Não, não considero","Não","3","3","4","4","3","4","4","2","2","4","4","3","3","2","3","2","4","3","2","3","3","3","4","1","3","2","3","1","3","3","3","4","3","1","3","2","4"
"3074","Finalizadas","15 junho 2014  20:41","15 junho 2014  20:54","12 minutos 54 segundos","Sim","49 anos","Feminino","Ensino Superior Incompleto","Casado (a)","não","Professora","Professor (a)","não","professora","32 anos","Católica","não","Não","Sim","Comunidade","não","Identificação profissional com o tema","não","Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","2","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","2","4","4","2","4","4","4","4","2","2","2","2","4"
"3075","Finalizadas","15 junho 2014  20:43","15 junho 2014  20:58","15 minutos","Sim","48","Feminino","Pós-graduação","Casado (a)",NA,"geografia","Professor (a)",NA,"professor","10","Sem religião",NA,"Sim","Sim","Escola","família também","Para aquisição de conhecimento na área",NA,"Adequado","Pouco flexível","Muito importante","Desorganizado","Sempre","Não, não considero","Não","2","4","4","4","4","4","4","3","3","4","4","4",NA,"3","4","4","4","3","4","3","4","3","4","2","2","4","3","2","4","4","4","4","2","2","2","2","4"
"3076","Finalizadas","15 junho 2014  20:44","15 junho 2014  21:07","23 minutos 26 segundos","Sim","49","Feminino","Pós-graduação","Casado (a)","casada","Pós graduação em Matemática","Professor (a)","professora","Professora de Matemática","25","Católica","católica","Sim","Sim","Família","família, amigos,escola","Por ser uma oportunidade de formação continuada","formação continuada","Adequado","Flexível","Importante","Organizado","Sempre","Sim, considero, porém, poderia estar me esforçando mais","Não","2","3","4","4","3","5","5","1","3","4","3","4","4","2","3","4","4","3","4","5","4","3","4","2","3","3","3","2","4","3","4","2","5","3","3","3","4"
"3077","Finalizadas","15 junho 2014  20:44","15 junho 2014  20:58","14 minutos 21 segundos","Sim","43","Feminino","Pós-graduação","Casado (a)","casada","Pós graduada","Professor (a)","professora","professore","6","Católica","catolica","Sim","Sim","Comunidade","comunidade","Por ser uma oportunidade de formação continuada","Para aquisição de conhecimento na área","Muito adequado","Muito flexível","Muito importante","Muito organizado","Às vezes","Sim, considero","Não","1","4","5","5","4","4","4","2","2","4","4","4","4","2","2","4","4","2","4","4","2","4","2","2","2","4","3","2","4","4","4","4","2","2","2","2","4"
